Timp scurs: 0ms - Elful 1 este la 345, 34 in fabrica 1
Timp scurs: 5482ms - Elful 6 este la 73, 12 in fabrica 2
Timp scurs: 5482ms - Elful 9 este la 142, 88 in fabrica 2
Timp scurs: 5482ms - Elful 12 este la 13, 65 in fabrica 2
Timp scurs: 5482ms - Elful 15 este la 68, 71 in fabrica 2
Timp scurs: 5482ms - Elful 17 este la 116, 86 in fabrica 2
Timp scurs: 5482ms - Elful 20 este la 35, 69 in fabrica 2
Timp scurs: 5486ms - Elful 3 este la 27, 40 in fabrica 3
Timp scurs: 5486ms - Elful 4 este la 42, 44 in fabrica 3
Timp scurs: 5486ms - Elful 8 este la 61, 11 in fabrica 3
Timp scurs: 5486ms - Elful 11 este la 34, 35 in fabrica 3
Timp scurs: 5486ms - Elful 14 este la 113, 87 in fabrica 3
Timp scurs: 5486ms - Elful 18 este la 103, 38 in fabrica 3
Timp scurs: 5486ms - Elful 21 este la 92, 107 in fabrica 3
Timp scurs: 5487ms - Elful 3 este la 27, 40 in fabrica 3
Timp scurs: 5487ms - Elful 4 este la 42, 44 in fabrica 3
Timp scurs: 5487ms - Elful 8 este la 61, 11 in fabrica 3
Timp scurs: 5487ms - Elful 11 este la 34, 35 in fabrica 3
Timp scurs: 5487ms - Elful 14 este la 114, 87 in fabrica 3
Timp scurs: 5487ms - Elful 18 este la 103, 38 in fabrica 3
Timp scurs: 5487ms - Elful 21 este la 92, 107 in fabrica 3
Timp scurs: 5490ms - Elful 1 este la 346, 41 in fabrica 1
Timp scurs: 5490ms - Elful 5 este la 339, 195 in fabrica 1
Timp scurs: 5490ms - Elful 7 este la 119, 306 in fabrica 1
Timp scurs: 5490ms - Elful 10 este la 7, 116 in fabrica 1
Timp scurs: 5490ms - Elful 13 este la 77, 301 in fabrica 1
Timp scurs: 5490ms - Elful 16 este la 181, 31 in fabrica 1
Timp scurs: 5490ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5490ms - Elful 22 este la 164, 4 in fabrica 1
Timp scurs: 5491ms - Elful 3 este la 27, 40 in fabrica 3
Timp scurs: 5491ms - Elful 4 este la 42, 44 in fabrica 3
Timp scurs: 5491ms - Elful 8 este la 61, 11 in fabrica 3
Timp scurs: 5491ms - Elful 11 este la 34, 35 in fabrica 3
Timp scurs: 5491ms - Elful 14 este la 114, 87 in fabrica 3
Timp scurs: 5491ms - Elful 18 este la 103, 38 in fabrica 3
Timp scurs: 5491ms - Elful 21 este la 93, 107 in fabrica 3
Timp scurs: 5492ms - Elful 1 este la 346, 41 in fabrica 1
Timp scurs: 5492ms - Elful 5 este la 339, 195 in fabrica 1
Timp scurs: 5492ms - Elful 7 este la 119, 306 in fabrica 1
Timp scurs: 5492ms - Elful 10 este la 7, 116 in fabrica 1
Timp scurs: 5492ms - Elful 13 este la 77, 301 in fabrica 1
Timp scurs: 5492ms - Elful 16 este la 181, 31 in fabrica 1
Timp scurs: 5492ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5492ms - Elful 22 este la 163, 4 in fabrica 1
Timp scurs: 5494ms - Elful 1 este la 346, 41 in fabrica 1
Timp scurs: 5494ms - Elful 5 este la 339, 195 in fabrica 1
Timp scurs: 5494ms - Elful 7 este la 119, 306 in fabrica 1
Timp scurs: 5494ms - Elful 10 este la 7, 116 in fabrica 1
Timp scurs: 5494ms - Elful 13 este la 77, 300 in fabrica 1
Timp scurs: 5494ms - Elful 16 este la 181, 31 in fabrica 1
Timp scurs: 5494ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5494ms - Elful 22 este la 163, 4 in fabrica 1
Timp scurs: 5495ms - Elful 2 este la 13, 5 in fabrica 2
Timp scurs: 5495ms - Elful 6 este la 73, 12 in fabrica 2
Timp scurs: 5495ms - Elful 9 este la 142, 88 in fabrica 2
Timp scurs: 5495ms - Elful 12 este la 13, 65 in fabrica 2
Timp scurs: 5495ms - Elful 15 este la 68, 71 in fabrica 2
Timp scurs: 5495ms - Elful 17 este la 116, 86 in fabrica 2
Timp scurs: 5495ms - Elful 20 este la 34, 69 in fabrica 2
Timp scurs: 5495ms - Elful 1 este la 346, 41 in fabrica 1
Timp scurs: 5495ms - Elful 5 este la 339, 195 in fabrica 1
Timp scurs: 5495ms - Elful 7 este la 119, 306 in fabrica 1
Timp scurs: 5495ms - Elful 10 este la 7, 116 in fabrica 1
Timp scurs: 5495ms - Elful 13 este la 77, 300 in fabrica 1
Timp scurs: 5495ms - Elful 16 este la 182, 31 in fabrica 1
Timp scurs: 5495ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5495ms - Elful 22 este la 163, 4 in fabrica 1
Timp scurs: 5496ms - Elful 1 este la 346, 41 in fabrica 1
Timp scurs: 5496ms - Elful 5 este la 339, 195 in fabrica 1
Timp scurs: 5496ms - Elful 7 este la 120, 306 in fabrica 1
Timp scurs: 5496ms - Elful 10 este la 7, 116 in fabrica 1
Timp scurs: 5496ms - Elful 13 este la 77, 300 in fabrica 1
Timp scurs: 5496ms - Elful 16 este la 182, 31 in fabrica 1
Timp scurs: 5496ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5496ms - Elful 22 este la 163, 4 in fabrica 1
Timp scurs: 5501ms - Elful 3 este la 27, 40 in fabrica 3
Timp scurs: 5501ms - Elful 4 este la 42, 44 in fabrica 3
Timp scurs: 5501ms - Elful 8 este la 61, 11 in fabrica 3
Timp scurs: 5501ms - Elful 11 este la 34, 35 in fabrica 3
Timp scurs: 5501ms - Elful 14 este la 114, 87 in fabrica 3
Timp scurs: 5501ms - Elful 18 este la 103, 39 in fabrica 3
Timp scurs: 5501ms - Elful 21 este la 93, 107 in fabrica 3
Timp scurs: 5501ms - Elful 1 este la 346, 41 in fabrica 1
Timp scurs: 5501ms - Elful 5 este la 339, 195 in fabrica 1
Timp scurs: 5501ms - Elful 7 este la 120, 306 in fabrica 1
Timp scurs: 5501ms - Elful 10 este la 7, 116 in fabrica 1
Timp scurs: 5501ms - Elful 13 este la 77, 300 in fabrica 1
Timp scurs: 5501ms - Elful 16 este la 182, 31 in fabrica 1
Timp scurs: 5501ms - Elful 19 este la 55, 292 in fabrica 1
Timp scurs: 5501ms - Elful 22 este la 163, 4 in fabrica 1
Timp scurs: 5502ms - Elful 3 este la 27, 39 in fabrica 3
Timp scurs: 5502ms - Elful 4 este la 42, 44 in fabrica 3
Timp scurs: 5502ms - Elful 8 este la 61, 11 in fabrica 3
Timp scurs: 5502ms - Elful 11 este la 34, 35 in fabrica 3
Timp scurs: 5502ms - Elful 14 este la 114, 87 in fabrica 3
Timp scurs: 5502ms - Elful 18 este la 103, 39 in fabrica 3
Timp scurs: 5502ms - Elful 21 este la 93, 107 in fabrica 3
Timp scurs: 5508ms - Elful 2 este la 13, 5 in fabrica 2
Timp scurs: 5508ms - Elful 6 este la 73, 12 in fabrica 2
Timp scurs: 5508ms - Elful 9 este la 142, 88 in fabrica 2
Timp scurs: 5508ms - Elful 12 este la 13, 65 in fabrica 2
Timp scurs: 5508ms - Elful 15 este la 67, 71 in fabrica 2
Timp scurs: 5508ms - Elful 17 este la 116, 86 in fabrica 2
Timp scurs: 5508ms - Elful 20 este la 34, 69 in fabrica 2
Timp scurs: 5508ms - Elful 2 este la 12, 5 in fabrica 2
Timp scurs: 5508ms - Elful 6 este la 73, 12 in fabrica 2
Timp scurs: 5508ms - Elful 9 este la 142, 88 in fabrica 2
Timp scurs: 5508ms - Elful 12 este la 13, 65 in fabrica 2
Timp scurs: 5508ms - Elful 15 este la 67, 71 in fabrica 2
Timp scurs: 5508ms - Elful 17 este la 116, 86 in fabrica 2
Timp scurs: 5508ms - Elful 20 este la 34, 69 in fabrica 2
Timp scurs: 5509ms - Elful 1 este la 346, 40 in fabrica 1
Timp scurs: 5509ms - Elful 5 este la 339, 195 in fabrica 1
Timp scurs: 5509ms - Elful 7 este la 120, 306 in fabrica 1
Timp scurs: 5509ms - Elful 10 este la 7, 116 in fabrica 1
Timp scurs: 5509ms - Elful 13 este la 77, 300 in fabrica 1
Timp scurs: 5509ms - Elful 16 este la 182, 31 in fabrica 1
Timp scurs: 5509ms - Elful 19 este la 55, 292 in fabrica 1
Timp scurs: 5509ms - Elful 22 este la 163, 4 in fabrica 1
Timp scurs: 5509ms - Elful 3 este la 27, 39 in fabrica 3
Timp scurs: 5509ms - Elful 4 este la 42, 44 in fabrica 3
Timp scurs: 5509ms - Elful 8 este la 62, 11 in fabrica 3
Timp scurs: 5509ms - Elful 11 este la 34, 35 in fabrica 3
Timp scurs: 5509ms - Elful 14 este la 114, 87 in fabrica 3
Timp scurs: 5509ms - Elful 18 este la 103, 39 in fabrica 3
Timp scurs: 5509ms - Elful 21 este la 93, 107 in fabrica 3
Timp scurs: 5509ms - Elful 2 este la 12, 5 in fabrica 2
Timp scurs: 5509ms - Elful 6 este la 73, 12 in fabrica 2
Timp scurs: 5509ms - Elful 9 este la 142, 88 in fabrica 2
Timp scurs: 5509ms - Elful 12 este la 12, 65 in fabrica 2
Timp scurs: 5509ms - Elful 15 este la 67, 71 in fabrica 2
Timp scurs: 5509ms - Elful 17 este la 116, 86 in fabrica 2
Timp scurs: 5509ms - Elful 20 este la 34, 69 in fabrica 2
Timp scurs: 5509ms - Elful 2 este la 12, 5 in fabrica 2
Timp scurs: 5509ms - Elful 6 este la 73, 13 in fabrica 2
Timp scurs: 5509ms - Elful 9 este la 142, 88 in fabrica 2
Timp scurs: 5509ms - Elful 12 este la 12, 65 in fabrica 2
Timp scurs: 5509ms - Elful 15 este la 67, 71 in fabrica 2
Timp scurs: 5509ms - Elful 17 este la 116, 86 in fabrica 2
Timp scurs: 5509ms - Elful 20 este la 34, 69 in fabrica 2
Timp scurs: 5509ms - Elful 2 este la 12, 5 in fabrica 2
Timp scurs: 5509ms - Elful 6 este la 73, 13 in fabrica 2
Timp scurs: 5509ms - Elful 9 este la 142, 88 in fabrica 2
Timp scurs: 5509ms - Elful 12 este la 12, 65 in fabrica 2
Timp scurs: 5509ms - Elful 15 este la 67, 71 in fabrica 2
Timp scurs: 5509ms - Elful 17 este la 116, 85 in fabrica 2
Timp scurs: 5509ms - Elful 20 este la 34, 69 in fabrica 2
Timp scurs: 5512ms - Elful 3 este la 27, 39 in fabrica 3
Timp scurs: 5512ms - Elful 4 este la 42, 45 in fabrica 3
Timp scurs: 5512ms - Elful 8 este la 62, 11 in fabrica 3
Timp scurs: 5512ms - Elful 11 este la 34, 35 in fabrica 3
Timp scurs: 5512ms - Elful 14 este la 114, 87 in fabrica 3
Timp scurs: 5512ms - Elful 18 este la 103, 39 in fabrica 3
Timp scurs: 5512ms - Elful 21 este la 93, 107 in fabrica 3
Timp scurs: 5512ms - Elful 1 este la 346, 40 in fabrica 1
Timp scurs: 5512ms - Elful 5 este la 339, 196 in fabrica 1
Timp scurs: 5512ms - Elful 7 este la 120, 306 in fabrica 1
Timp scurs: 5512ms - Elful 10 este la 7, 116 in fabrica 1
Timp scurs: 5512ms - Elful 13 este la 77, 300 in fabrica 1
Timp scurs: 5512ms - Elful 16 este la 182, 31 in fabrica 1
Timp scurs: 5512ms - Elful 19 este la 55, 292 in fabrica 1
Timp scurs: 5512ms - Elful 22 este la 163, 4 in fabrica 1
Timp scurs: 5513ms - Elful 2 este la 12, 5 in fabrica 2
Timp scurs: 5513ms - Elful 6 este la 73, 13 in fabrica 2
Timp scurs: 5513ms - Elful 9 este la 142, 87 in fabrica 2
Timp scurs: 5513ms - Elful 12 este la 12, 65 in fabrica 2
Timp scurs: 5513ms - Elful 15 este la 67, 71 in fabrica 2
Timp scurs: 5513ms - Elful 17 este la 116, 85 in fabrica 2
Timp scurs: 5513ms - Elful 20 este la 34, 69 in fabrica 2
Timp scurs: 5517ms - Elful 3 este la 27, 39 in fabrica 3
Timp scurs: 5517ms - Elful 4 este la 42, 45 in fabrica 3
Timp scurs: 5517ms - Elful 8 este la 62, 11 in fabrica 3
Timp scurs: 5517ms - Elful 11 este la 34, 34 in fabrica 3
Timp scurs: 5517ms - Elful 14 este la 114, 87 in fabrica 3
Timp scurs: 5517ms - Elful 18 este la 103, 39 in fabrica 3
Timp scurs: 5517ms - Elful 21 este la 93, 107 in fabrica 3
Timp scurs: 5518ms - Elful 3 este la 27, 39 in fabrica 3
Timp scurs: 5518ms - Elful 4 este la 42, 45 in fabrica 3
Timp scurs: 5518ms - Elful 8 este la 62, 11 in fabrica 3
Timp scurs: 5518ms - Elful 11 este la 34, 34 in fabrica 3
Timp scurs: 5518ms - Elful 14 este la 114, 88 in fabrica 3
Timp scurs: 5518ms - Elful 18 este la 103, 39 in fabrica 3
Timp scurs: 5518ms - Elful 21 este la 93, 107 in fabrica 3
Timp scurs: 5521ms - Elful 1 este la 346, 40 in fabrica 1
Timp scurs: 5521ms - Elful 5 este la 339, 196 in fabrica 1
Timp scurs: 5521ms - Elful 7 este la 120, 306 in fabrica 1
Timp scurs: 5521ms - Elful 10 este la 7, 117 in fabrica 1
Timp scurs: 5521ms - Elful 13 este la 77, 300 in fabrica 1
Timp scurs: 5521ms - Elful 16 este la 182, 31 in fabrica 1
Timp scurs: 5521ms - Elful 19 este la 55, 292 in fabrica 1
Timp scurs: 5521ms - Elful 22 este la 163, 4 in fabrica 1
Timp scurs: 5522ms - Elful 3 este la 27, 39 in fabrica 3
Timp scurs: 5522ms - Elful 4 este la 42, 45 in fabrica 3
Timp scurs: 5522ms - Elful 8 este la 62, 11 in fabrica 3
Timp scurs: 5522ms - Elful 11 este la 34, 34 in fabrica 3
Timp scurs: 5522ms - Elful 14 este la 114, 88 in fabrica 3
Timp scurs: 5522ms - Elful 18 este la 103, 39 in fabrica 3
Timp scurs: 5522ms - Elful 21 este la 93, 108 in fabrica 3
Timp scurs: 5523ms - Elful 1 este la 346, 40 in fabrica 1
Timp scurs: 5523ms - Elful 5 este la 339, 196 in fabrica 1
Timp scurs: 5523ms - Elful 7 este la 120, 306 in fabrica 1
Timp scurs: 5523ms - Elful 10 este la 7, 117 in fabrica 1
Timp scurs: 5523ms - Elful 13 este la 77, 300 in fabrica 1
Timp scurs: 5523ms - Elful 16 este la 182, 31 in fabrica 1
Timp scurs: 5523ms - Elful 19 este la 55, 292 in fabrica 1
Timp scurs: 5523ms - Elful 22 este la 162, 4 in fabrica 1
Timp scurs: 5525ms - Elful 1 este la 346, 40 in fabrica 1
Timp scurs: 5525ms - Elful 5 este la 339, 196 in fabrica 1
Timp scurs: 5525ms - Elful 7 este la 120, 306 in fabrica 1
Timp scurs: 5525ms - Elful 10 este la 7, 117 in fabrica 1
Timp scurs: 5525ms - Elful 13 este la 76, 300 in fabrica 1
Timp scurs: 5525ms - Elful 16 este la 182, 31 in fabrica 1
Timp scurs: 5525ms - Elful 19 este la 55, 292 in fabrica 1
Timp scurs: 5525ms - Elful 22 este la 162, 4 in fabrica 1
Timp scurs: 5526ms - Elful 1 este la 346, 40 in fabrica 1
Timp scurs: 5526ms - Elful 5 este la 339, 196 in fabrica 1
Timp scurs: 5526ms - Elful 7 este la 120, 306 in fabrica 1
Timp scurs: 5526ms - Elful 10 este la 7, 117 in fabrica 1
Timp scurs: 5526ms - Elful 13 este la 76, 300 in fabrica 1
Timp scurs: 5526ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 5526ms - Elful 19 este la 55, 292 in fabrica 1
Timp scurs: 5526ms - Elful 22 este la 162, 4 in fabrica 1
Timp scurs: 5526ms - Elful 2 este la 12, 5 in fabrica 2
Timp scurs: 5526ms - Elful 6 este la 73, 13 in fabrica 2
Timp scurs: 5526ms - Elful 9 este la 142, 87 in fabrica 2
Timp scurs: 5526ms - Elful 12 este la 12, 65 in fabrica 2
Timp scurs: 5526ms - Elful 15 este la 67, 71 in fabrica 2
Timp scurs: 5526ms - Elful 17 este la 116, 85 in fabrica 2
Timp scurs: 5526ms - Elful 20 este la 34, 70 in fabrica 2
Timp scurs: 5527ms - Elful 1 este la 346, 40 in fabrica 1
Timp scurs: 5527ms - Elful 5 este la 339, 196 in fabrica 1
Timp scurs: 5527ms - Elful 7 este la 121, 306 in fabrica 1
Timp scurs: 5527ms - Elful 10 este la 7, 117 in fabrica 1
Timp scurs: 5527ms - Elful 13 este la 76, 300 in fabrica 1
Timp scurs: 5527ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 5527ms - Elful 19 este la 55, 292 in fabrica 1
Timp scurs: 5527ms - Elful 22 este la 162, 4 in fabrica 1
Timp scurs: 5532ms - Elful 3 este la 27, 39 in fabrica 3
Timp scurs: 5532ms - Elful 4 este la 42, 45 in fabrica 3
Timp scurs: 5532ms - Elful 8 este la 62, 11 in fabrica 3
Timp scurs: 5532ms - Elful 11 este la 34, 34 in fabrica 3
Timp scurs: 5532ms - Elful 14 este la 114, 88 in fabrica 3
Timp scurs: 5532ms - Elful 18 este la 103, 38 in fabrica 3
Timp scurs: 5532ms - Elful 21 este la 93, 108 in fabrica 3
Timp scurs: 5532ms - Elful 1 este la 346, 40 in fabrica 1
Timp scurs: 5532ms - Elful 5 este la 339, 196 in fabrica 1
Timp scurs: 5532ms - Elful 7 este la 121, 306 in fabrica 1
Timp scurs: 5532ms - Elful 10 este la 7, 117 in fabrica 1
Timp scurs: 5532ms - Elful 13 este la 76, 300 in fabrica 1
Timp scurs: 5532ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 5532ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5532ms - Elful 22 este la 162, 4 in fabrica 1
Timp scurs: 5533ms - Elful 3 este la 28, 39 in fabrica 3
Timp scurs: 5533ms - Elful 4 este la 42, 45 in fabrica 3
Timp scurs: 5533ms - Elful 8 este la 62, 11 in fabrica 3
Timp scurs: 5533ms - Elful 11 este la 34, 34 in fabrica 3
Timp scurs: 5533ms - Elful 14 este la 114, 88 in fabrica 3
Timp scurs: 5533ms - Elful 18 este la 103, 38 in fabrica 3
Timp scurs: 5533ms - Elful 21 este la 93, 108 in fabrica 3
Timp scurs: 5539ms - Elful 2 este la 12, 5 in fabrica 2
Timp scurs: 5539ms - Elful 6 este la 73, 13 in fabrica 2
Timp scurs: 5539ms - Elful 9 este la 142, 87 in fabrica 2
Timp scurs: 5539ms - Elful 12 este la 12, 65 in fabrica 2
Timp scurs: 5539ms - Elful 15 este la 67, 70 in fabrica 2
Timp scurs: 5539ms - Elful 17 este la 116, 85 in fabrica 2
Timp scurs: 5539ms - Elful 20 este la 34, 70 in fabrica 2
Timp scurs: 5539ms - Elful 2 este la 12, 6 in fabrica 2
Timp scurs: 5539ms - Elful 6 este la 73, 13 in fabrica 2
Timp scurs: 5539ms - Elful 9 este la 142, 87 in fabrica 2
Timp scurs: 5539ms - Elful 12 este la 12, 65 in fabrica 2
Timp scurs: 5539ms - Elful 15 este la 67, 70 in fabrica 2
Timp scurs: 5539ms - Elful 17 este la 116, 85 in fabrica 2
Timp scurs: 5539ms - Elful 20 este la 34, 70 in fabrica 2
Timp scurs: 5540ms - Elful 1 este la 345, 40 in fabrica 1
Timp scurs: 5540ms - Elful 5 este la 339, 196 in fabrica 1
Timp scurs: 5540ms - Elful 7 este la 121, 306 in fabrica 1
Timp scurs: 5540ms - Elful 10 este la 7, 117 in fabrica 1
Timp scurs: 5540ms - Elful 13 este la 76, 300 in fabrica 1
Timp scurs: 5540ms - Elful 2 este la 12, 6 in fabrica 2
Timp scurs: 5540ms - Elful 6 este la 73, 13 in fabrica 2
Timp scurs: 5540ms - Elful 9 este la 142, 87 in fabrica 2
Timp scurs: 5540ms - Elful 12 este la 12, 65 in fabrica 2
Timp scurs: 5540ms - Elful 15 este la 67, 70 in fabrica 2
Timp scurs: 5540ms - Elful 17 este la 117, 85 in fabrica 2
Timp scurs: 5540ms - Elful 20 este la 34, 70 in fabrica 2
Timp scurs: 5540ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 5540ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5540ms - Elful 22 este la 162, 4 in fabrica 1
Timp scurs: 5540ms - Elful 2 este la 12, 6 in fabrica 2
Timp scurs: 5540ms - Elful 6 este la 73, 12 in fabrica 2
Timp scurs: 5540ms - Elful 9 este la 142, 87 in fabrica 2
Timp scurs: 5540ms - Elful 12 este la 12, 65 in fabrica 2
Timp scurs: 5540ms - Elful 15 este la 67, 70 in fabrica 2
Timp scurs: 5540ms - Elful 17 este la 117, 85 in fabrica 2
Timp scurs: 5540ms - Elful 20 este la 34, 70 in fabrica 2
Timp scurs: 5540ms - Elful 3 este la 28, 39 in fabrica 3
Timp scurs: 5540ms - Elful 4 este la 42, 45 in fabrica 3
Timp scurs: 5540ms - Elful 8 este la 63, 11 in fabrica 3
Timp scurs: 5540ms - Elful 11 este la 34, 34 in fabrica 3
Timp scurs: 5540ms - Elful 14 este la 114, 88 in fabrica 3
Timp scurs: 5540ms - Elful 2 este la 12, 6 in fabrica 2
Timp scurs: 5540ms - Elful 6 este la 73, 12 in fabrica 2
Timp scurs: 5540ms - Elful 9 este la 142, 87 in fabrica 2
Timp scurs: 5540ms - Elful 12 este la 12, 66 in fabrica 2
Timp scurs: 5540ms - Elful 15 este la 67, 70 in fabrica 2
Timp scurs: 5540ms - Elful 17 este la 117, 85 in fabrica 2
Timp scurs: 5540ms - Elful 18 este la 103, 38 in fabrica 3
Timp scurs: 5540ms - Elful 21 este la 93, 108 in fabrica 3
Timp scurs: 5540ms - Elful 20 este la 34, 70 in fabrica 2
Timp scurs: 5543ms - Elful 1 este la 345, 40 in fabrica 1
Timp scurs: 5543ms - Elful 5 este la 338, 196 in fabrica 1
Timp scurs: 5543ms - Elful 7 este la 121, 306 in fabrica 1
Timp scurs: 5543ms - Elful 10 este la 7, 117 in fabrica 1
Timp scurs: 5543ms - Elful 13 este la 76, 300 in fabrica 1
Timp scurs: 5543ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 5543ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5543ms - Elful 22 este la 162, 4 in fabrica 1
Timp scurs: 5543ms - Elful 3 este la 28, 39 in fabrica 3
Timp scurs: 5543ms - Elful 4 este la 43, 45 in fabrica 3
Timp scurs: 5543ms - Elful 8 este la 63, 11 in fabrica 3
Timp scurs: 5543ms - Elful 11 este la 34, 34 in fabrica 3
Timp scurs: 5543ms - Elful 14 este la 114, 88 in fabrica 3
Timp scurs: 5543ms - Elful 18 este la 103, 38 in fabrica 3
Timp scurs: 5543ms - Elful 21 este la 93, 108 in fabrica 3
Timp scurs: 5544ms - Elful 2 este la 12, 6 in fabrica 2
Timp scurs: 5544ms - Elful 6 este la 73, 12 in fabrica 2
Timp scurs: 5544ms - Elful 9 este la 142, 86 in fabrica 2
Timp scurs: 5544ms - Elful 12 este la 12, 66 in fabrica 2
Timp scurs: 5544ms - Elful 15 este la 67, 70 in fabrica 2
Timp scurs: 5544ms - Elful 17 este la 117, 85 in fabrica 2
Timp scurs: 5544ms - Elful 20 este la 34, 70 in fabrica 2
Timp scurs: 5548ms - Elful 3 este la 28, 39 in fabrica 3
Timp scurs: 5548ms - Elful 4 este la 43, 45 in fabrica 3
Timp scurs: 5548ms - Elful 8 este la 63, 11 in fabrica 3
Timp scurs: 5548ms - Elful 11 este la 34, 35 in fabrica 3
Timp scurs: 5548ms - Elful 14 este la 114, 88 in fabrica 3
Timp scurs: 5548ms - Elful 18 este la 103, 38 in fabrica 3
Timp scurs: 5548ms - Elful 21 este la 93, 108 in fabrica 3
Timp scurs: 5549ms - Elful 3 este la 28, 39 in fabrica 3
Timp scurs: 5549ms - Elful 4 este la 43, 45 in fabrica 3
Timp scurs: 5549ms - Elful 8 este la 63, 11 in fabrica 3
Timp scurs: 5549ms - Elful 11 este la 34, 35 in fabrica 3
Timp scurs: 5549ms - Elful 14 este la 113, 88 in fabrica 3
Timp scurs: 5549ms - Elful 18 este la 103, 38 in fabrica 3
Timp scurs: 5549ms - Elful 21 este la 93, 108 in fabrica 3
Timp scurs: 5552ms - Elful 1 este la 345, 40 in fabrica 1
Timp scurs: 5552ms - Elful 5 este la 338, 196 in fabrica 1
Timp scurs: 5552ms - Elful 7 este la 121, 306 in fabrica 1
Timp scurs: 5552ms - Elful 10 este la 6, 117 in fabrica 1
Timp scurs: 5552ms - Elful 13 este la 76, 300 in fabrica 1
Timp scurs: 5552ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 5552ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5552ms - Elful 22 este la 162, 4 in fabrica 1
Timp scurs: 5553ms - Elful 3 este la 28, 39 in fabrica 3
Timp scurs: 5553ms - Elful 4 este la 43, 45 in fabrica 3
Timp scurs: 5553ms - Elful 8 este la 63, 11 in fabrica 3
Timp scurs: 5553ms - Elful 11 este la 34, 35 in fabrica 3
Timp scurs: 5553ms - Elful 14 este la 113, 88 in fabrica 3
Timp scurs: 5553ms - Elful 18 este la 103, 38 in fabrica 3
Timp scurs: 5553ms - Elful 21 este la 93, 109 in fabrica 3
Timp scurs: 5554ms - Elful 1 este la 345, 40 in fabrica 1
Timp scurs: 5554ms - Elful 5 este la 338, 196 in fabrica 1
Timp scurs: 5554ms - Elful 7 este la 121, 306 in fabrica 1
Timp scurs: 5554ms - Elful 10 este la 6, 117 in fabrica 1
Timp scurs: 5554ms - Elful 13 este la 76, 300 in fabrica 1
Timp scurs: 5554ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 5554ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5554ms - Elful 22 este la 162, 3 in fabrica 1
Timp scurs: 5556ms - Elful 1 este la 345, 40 in fabrica 1
Timp scurs: 5556ms - Elful 5 este la 338, 196 in fabrica 1
Timp scurs: 5556ms - Elful 7 este la 121, 306 in fabrica 1
Timp scurs: 5556ms - Elful 10 este la 6, 117 in fabrica 1
Timp scurs: 5556ms - Elful 13 este la 77, 300 in fabrica 1
Timp scurs: 5556ms - Elful 16 este la 182, 32 in fabrica 1
Timp scurs: 5556ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5556ms - Elful 22 este la 162, 3 in fabrica 1
Timp scurs: 5557ms - Elful 1 este la 345, 40 in fabrica 1
Timp scurs: 5557ms - Elful 5 este la 338, 196 in fabrica 1
Timp scurs: 5557ms - Elful 7 este la 121, 306 in fabrica 1
Timp scurs: 5557ms - Elful 10 este la 6, 117 in fabrica 1
Timp scurs: 5557ms - Elful 13 este la 77, 300 in fabrica 1
Timp scurs: 5557ms - Elful 16 este la 182, 33 in fabrica 1
Timp scurs: 5557ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5557ms - Elful 22 este la 162, 3 in fabrica 1
Timp scurs: 5557ms - Elful 2 este la 12, 6 in fabrica 2
Timp scurs: 5557ms - Elful 6 este la 73, 12 in fabrica 2
Timp scurs: 5557ms - Elful 9 este la 142, 86 in fabrica 2
Timp scurs: 5557ms - Elful 12 este la 12, 66 in fabrica 2
Timp scurs: 5557ms - Elful 15 este la 67, 70 in fabrica 2
Timp scurs: 5557ms - Elful 17 este la 117, 85 in fabrica 2
Timp scurs: 5557ms - Elful 20 este la 34, 71 in fabrica 2
Timp scurs: 5558ms - Elful 1 este la 345, 40 in fabrica 1
Timp scurs: 5558ms - Elful 5 este la 338, 196 in fabrica 1
Timp scurs: 5558ms - Elful 7 este la 121, 305 in fabrica 1
Timp scurs: 5558ms - Elful 10 este la 6, 117 in fabrica 1
Timp scurs: 5558ms - Elful 13 este la 77, 300 in fabrica 1
Timp scurs: 5558ms - Elful 16 este la 182, 33 in fabrica 1
Timp scurs: 5558ms - Elful 19 este la 55, 293 in fabrica 1
Timp scurs: 5558ms - Elful 22 este la 162, 3 in fabrica 1
Timp scurs: 5563ms - Elful 1 este la 345, 40 in fabrica 1
